"url","tweet_id","reply_id","where_matched","container","tweet_text","tweet_author_handle","tweet_author_name","retweets","replies","likes","reply_author_handle","reply_author_name","reply_text","reply_bot_score","fake_reason"
"https://x.com/GuillermoRocaf1/status/1979992705565372549","1979992705565372549","1980041401363833206","reply","replies","#URGENT: the RIGGING METHOD used by INDRA in Spain is the ANGOLAN METHOD, according to the 2008 European Parliament electoral mission report (see report in link and excerpt) consisting of: -Total absence of transparency in the vote tabulation processes by INDRA -Total absence of observers and political party representatives in the entry of electoral results into INDRA's computer systems -Absence of manual tabulation of results -Absence of publication of results segregated by polling stations (tables and schools) which prevents cross-checking the results cooked up by INDRA Are we facing a Systematization of the #RIGGING method? Solutions to the problem: -Perform manual tabulations by table and polling station and make them public -Transmit on television the tabulation processes both manual and automatic -Automatically publish all tabulations segregated by polling stations (tables and schools) to allow cross-checks between manual and computer counts by any person -Allow total transparency in the computer processes that are carried out -Prohibit INDRA from carrying out any electoral process in Spain or outside of it","GuillermoRocaf1","Guillermo Rocafort","419","14","567","LletroSergi","sergi garcia alvarez","Pucherazo socialista ya está más que preparado","0.0","fake_regex"
"https://x.com/laquefaltaba10/status/1979497091610108387","1979497091610108387","1979505573986267238","reply","replies","MAIL-IN VOTING: THE BACKDOOR TO ELECTION FRAUD Rocafort says it clearly: mail-in voting in Spain doesn't measure up to Europe. Neither secure, nor neutral, nor verifiable. Correos, in the hands of the PSOE. The Fixer at the helm. And you thinking you were voting freely. Vote buying, impersonations, and a system tailored to whoever's in charge. https:// eldistrito.es/guillermo-roca fort-denuncia-voto-por-correo-en-espana-vulnera-normativa-europea-pone-riesgo-democracia/ ... @GuillermoRocaf1 @El_Distrito @Espanaesnuestra","laquefaltaba10","La que faltaba","1245","64","2009","obnibium","jose perez","Hola ! Y que se puede hacer, para evitar el fraude?","0.0","fake_regex"
"https://x.com/laquefaltaba10/status/1979497091610108387","1979497091610108387","1979510063300579397","reply","replies","MAIL-IN VOTING: THE BACKDOOR TO ELECTION FRAUD Rocafort says it clearly: mail-in voting in Spain doesn't measure up to Europe. Neither secure, nor neutral, nor verifiable. Correos, in the hands of the PSOE. The Fixer at the helm. And you thinking you were voting freely. Vote buying, impersonations, and a system tailored to whoever's in charge. https:// eldistrito.es/guillermo-roca fort-denuncia-voto-por-correo-en-espana-vulnera-normativa-europea-pone-riesgo-democracia/ ... @GuillermoRocaf1 @El_Distrito @Espanaesnuestra","laquefaltaba10","La que faltaba","1245","64","2009","laquefaltaba10","La que faltaba","EH AQUÍ LA SOLUCIÓN PARA EL ""PROBLEMA"" DEL SUPUESTO FRAUDE ELECTORAL Como los del PSOE tienen un problema para cada solución, aquí va una que no les va a gustar: Voto con código de seguimiento Cadena de custodia auditada Escrutinio voto a voto Control ciudadano","0.2","fake_regex"
"https://x.com/laquefaltaba10/status/1979497091610108387","1979497091610108387","1979811948758970779","reply","replies","MAIL-IN VOTING: THE BACKDOOR TO ELECTION FRAUD Rocafort says it clearly: mail-in voting in Spain doesn't measure up to Europe. Neither secure, nor neutral, nor verifiable. Correos, in the hands of the PSOE. The Fixer at the helm. And you thinking you were voting freely. Vote buying, impersonations, and a system tailored to whoever's in charge. https:// eldistrito.es/guillermo-roca fort-denuncia-voto-por-correo-en-espana-vulnera-normativa-europea-pone-riesgo-democracia/ ... @GuillermoRocaf1 @El_Distrito @Espanaesnuestra","laquefaltaba10","La que faltaba","1245","64","2009","jfsj1964","Jafasa","Hay que ser muy tarado para hablar de pucherazo cuando tu partido ""ganó"" las elecciones. Puede ser que amañaran los votos para que Feijóo ganará sabiendo que no sería presidente porque no quiere? ""Reflexiones taradas"", escribe un libro","0.2","fake_regex"
"https://x.com/laquefaltaba10/status/1979497091610108387","1979497091610108387","1979831010847342923","reply","replies","MAIL-IN VOTING: THE BACKDOOR TO ELECTION FRAUD Rocafort says it clearly: mail-in voting in Spain doesn't measure up to Europe. Neither secure, nor neutral, nor verifiable. Correos, in the hands of the PSOE. The Fixer at the helm. And you thinking you were voting freely. Vote buying, impersonations, and a system tailored to whoever's in charge. https:// eldistrito.es/guillermo-roca fort-denuncia-voto-por-correo-en-espana-vulnera-normativa-europea-pone-riesgo-democracia/ ... @GuillermoRocaf1 @El_Distrito @Espanaesnuestra","laquefaltaba10","La que faltaba","1245","64","2009","Angelessanrroma","San Román","Cuidadito con el voto en las zonas rurales muy deshabitadas ,no hay ningún control ,hay personas que llevan los votos de ancianos en su propio coche pucherazo total.","0.0","fake_regex"
"https://x.com/laquefaltaba10/status/1979497091610108387","1979497091610108387","1979777317049401821","reply","replies","MAIL-IN VOTING: THE BACKDOOR TO ELECTION FRAUD Rocafort says it clearly: mail-in voting in Spain doesn't measure up to Europe. Neither secure, nor neutral, nor verifiable. Correos, in the hands of the PSOE. The Fixer at the helm. And you thinking you were voting freely. Vote buying, impersonations, and a system tailored to whoever's in charge. https:// eldistrito.es/guillermo-roca fort-denuncia-voto-por-correo-en-espana-vulnera-normativa-europea-pone-riesgo-democracia/ ... @GuillermoRocaf1 @El_Distrito @Espanaesnuestra","laquefaltaba10","La que faltaba","1245","64","2009","lolaandaluza","Lola Andaluza","Pucherazo electoral Cuando la oposición pp-vox denunciara a indra y pedirá medidas para que Indra no participe en las elecciones","0.0","fake_regex"
"https://x.com/laquefaltaba10/status/1979497091610108387","1979497091610108387","1979742367482790331","reply","replies","MAIL-IN VOTING: THE BACKDOOR TO ELECTION FRAUD Rocafort says it clearly: mail-in voting in Spain doesn't measure up to Europe. Neither secure, nor neutral, nor verifiable. Correos, in the hands of the PSOE. The Fixer at the helm. And you thinking you were voting freely. Vote buying, impersonations, and a system tailored to whoever's in charge. https:// eldistrito.es/guillermo-roca fort-denuncia-voto-por-correo-en-espana-vulnera-normativa-europea-pone-riesgo-democracia/ ... @GuillermoRocaf1 @El_Distrito @Espanaesnuestra","laquefaltaba10","La que faltaba","1245","64","2009","laranarene7933","Sergio","Voto por correo = Fraude Voto electrónico = Fraude Indra = Fraude Smarmatic = Fraude PSOE = Fraude PP = Fraude.","0.2","fake_regex"
"https://x.com/laquefaltaba10/status/1979497091610108387","1979497091610108387","1979763090771296559","reply","replies","MAIL-IN VOTING: THE BACKDOOR TO ELECTION FRAUD Rocafort says it clearly: mail-in voting in Spain doesn't measure up to Europe. Neither secure, nor neutral, nor verifiable. Correos, in the hands of the PSOE. The Fixer at the helm. And you thinking you were voting freely. Vote buying, impersonations, and a system tailored to whoever's in charge. https:// eldistrito.es/guillermo-roca fort-denuncia-voto-por-correo-en-espana-vulnera-normativa-europea-pone-riesgo-democracia/ ... @GuillermoRocaf1 @El_Distrito @Espanaesnuestra","laquefaltaba10","La que faltaba","1245","64","2009","LletroSergi","sergi garcia alvarez","Pucherazo","0.0","fake_regex"
"https://x.com/laquefaltaba10/status/1979497091610108387","1979497091610108387","1979956241716646183","reply","replies","MAIL-IN VOTING: THE BACKDOOR TO ELECTION FRAUD Rocafort says it clearly: mail-in voting in Spain doesn't measure up to Europe. Neither secure, nor neutral, nor verifiable. Correos, in the hands of the PSOE. The Fixer at the helm. And you thinking you were voting freely. Vote buying, impersonations, and a system tailored to whoever's in charge. https:// eldistrito.es/guillermo-roca fort-denuncia-voto-por-correo-en-espana-vulnera-normativa-europea-pone-riesgo-democracia/ ... @GuillermoRocaf1 @El_Distrito @Espanaesnuestra","laquefaltaba10","La que faltaba","1245","64","2009","Bok3Ron84","Bo₭3ЯꝋꞥVR®","the back door of the pucherazo says ...... when you have to vote and you're on vacation or away, see if it would bother you if they forced you to go to school to vote .......","0.4","fake_regex"
"https://x.com/SamV1543906/status/1976318179506032698","1976318179506032698","1976665343943942228","reply","replies","United for electoral fraud. In 2026 the trap returns and plays","SamV1543906","Sam X","655","54","896","8qhpq5cyxg","Eugenio Parra","Si hacen fraude electoral,los colocamos en el escaneo público, con sus agravantes.","0.0","fake_regex"
